Customer_ID,First name,Last name,date of birth,gender,agree_for_promo,autopay_card,email,MSISDN,Status,customer category,customer_since,region,language,termination_date
0030,Antonio,Sousa,08-02-1935,male,No,----------,anto.sousa35@gmail.com,+55-84-84463004,active,phyzical,20-02-2009,Rio-de-Zhaneiro,portuguese,----------
0031,Pedro,Rodrigues,30-11-1960,male,No,6267475283176167,pedr.rodri60@gmail.com,+55-21-21868820,active,business,03-11-1999,San_Paulo,portuguese,----------
0032,Luiz,Alves,06-04-1979,male,No,----------,luiz.alves79@gmail.com,+55-31-31380571,inactive,phyzical,22-04-1997,Brasilia,portuguese,04-06-2000
0033,Francisco,Martins,08-02-1999,male,Yes,8845702036008708,fran.marti99@gmail.com,+55-06-06808600,active,phyzical,26-02-2020,Salvador,portuguese,----------
0034,Antonio,Martins,22-03-1986,male,Yes,3774184680702114,anto.marti86@gmail.com,+55-12-12114672,inactive,business,04-03-2019,Rio-de-Zhaneiro,english,23-10-2020
0035,Aline,Melo,21-11-1982,female,No,2457165025047208,alin.melo82@gmail.com,+55-57-57736231,active,business,28-11-2020,San_Paulo,portuguese,----------
0036,Aline,Martins,05-05-1976,female,No,0425321612770551,alin.marti76@gmail.com,+55-44-44406051,active,phyzical,20-05-2000,Brasilia,portuguese,----------
0037,Marcos,Oliveira,26-04-1982,male,No,----------,marc.olive82@gmail.com,+55-50-50833162,active,business,26-04-2011,San_Paulo,english,----------
0038,Carlos,Ferreira,25-01-1992,male,No,1702202824628577,carl.ferre92@gmail.com,+55-75-75534128,active,phyzical,06-01-2011,San_Paulo,portuguese,----------
0039,Fernanda,Almeida,20-03-1982,female,No,0355547243284430,fern.almei82@gmail.com,+55-70-70466603,inactive,business,20-03-2003,San_Paulo,portuguese,04-07-2010
0040,Andriana,Melo,27-01-1989,female,No,----------,andr.melo89@gmail.com,+55-38-38835724,active,business,12-01-2020,Salvador,russian,----------
0041,Luiz,Lima,12-07-1968,male,No,8715633640551328,luiz.lima68@gmail.com,+55-87-87406576,inactive,business,10-07-2006,San_Paulo,portuguese,29-10-2019
0042,Patricia,Almeida,13-09-1991,female,No,----------,patr.almei91@gmail.com,+55-46-46572837,inactive,phyzical,27-09-2013,Salvador,portuguese,29-07-2013
0043,Carlos,Almeida,11-11-1952,male,No,----------,carl.almei52@gmail.com,+55-65-65464280,active,business,09-11-2009,Fortalesa,portuguese,----------
0044,Luiz,Gomes,04-06-1971,male,No,0403341171203870,luiz.gomes71@gmail.com,+55-35-35177012,inactive,phyzical,26-06-2000,Rio-de-Zhaneiro,portuguese,03-06-2002
0045,Marcos,Sousa,07-01-1990,male,No,7165141721022360,marc.sousa90@gmail.com,+55-34-34157551,active,business,05-01-2015,San_Paulo,english,----------
0046,Patricia,Pereira,03-05-1986,female,No,7618186401425240,patr.perei86@gmail.com,+55-73-73860707,active,phyzical,28-05-2008,Salvador,english,----------
0047,Jose,Gomes,15-03-1987,male,No,3350766473048435,jose.gomes87@gmail.com,+55-44-44028673,inactive,phyzical,31-03-2009,Rio-de-Zhaneiro,portuguese,10-12-2013
0048,Pedro,Costa,04-11-2003,male,Yes,----------,pedr.costa03@gmail.com,+55-73-73082861,active,phyzical,12-11-2021,Brasilia,portuguese,----------
0049,Marcos,Costa,25-09-1962,male,No,2037008200562517,marc.costa62@gmail.com,+55-38-38088146,active,business,27-09-1996,San_Paulo,english,----------
0050,Carlos,Cardoso,13-06-1998,male,Yes,----------,carl.cardo98@gmail.com,+55-41-41175725,active,phyzical,15-06-2016,San_Paulo,portuguese,----------
0051,Franciska,Melo,29-05-1985,female,No,2045841202434221,fran.melo85@gmail.com,+55-66-66464118,active,phyzical,16-05-2021,San_Paulo,portuguese,----------
0052,Patricia,Ribeiro,13-03-1985,female,Yes,3117171633234747,patr.ribei85@gmail.com,+55-56-56174101,active,phyzical,02-03-2020,Salvador,portuguese,----------
0053,Franciska,Lima,21-12-1980,female,No,1431342853607631,fran.lima80@gmail.com,+55-46-46273377,inactive,phyzical,05-12-2006,Rio-de-Zhaneiro,portuguese,09-12-2011
0054,Joao,Alves,26-03-1986,male,No,4447700060803831,joao.alves86@gmail.com,+55-77-77867842,active,phyzical,27-03-2021,Fortalesa,russian,----------
0055,Antonio,Carvalho,01-05-1999,male,Yes,0167217675247833,anto.carva99@gmail.com,+55-23-23036144,active,phyzical,04-05-2020,San_Paulo,portuguese,----------
0056,Antonio,Oliveira,30-06-2002,male,Yes,7282220616726663,anto.olive02@gmail.com,+55-05-05837750,active,phyzical,14-06-2021,Rio-de-Zhaneiro,portuguese,----------
0057,Marcos,Araujo,07-11-1998,male,Yes,5617703681650753,marc.arauj98@gmail.com,+55-54-54536537,active,phyzical,14-11-2018,Salvador,english,----------
0058,Pedro,Silva,05-11-1992,male,No,4765577703323508,pedr.silva92@gmail.com,+55-62-62603464,active,phyzical,20-11-2018,Rio-de-Zhaneiro,english,----------
0059,Lucas,Santos,23-05-1991,male,No,----------,luca.santo91@gmail.com,+55-72-72637112,active,phyzical,08-05-2012,San_Paulo,portuguese,----------
0060,Lucas,Sousa,13-03-1973,male,No,----------,luca.sousa73@gmail.com,+55-61-61502110,active,phyzical,26-03-2006,Rio-de-Zhaneiro,portuguese,----------
0061,Paulo,Almeida,09-11-1991,male,Yes,----------,paul.almei91@gmail.com,+55-06-06015246,inactive,phyzical,22-11-2015,San_Paulo,portuguese,14-04-2020
0062,Joao,Lima,04-09-1996,male,No,----------,joao.lima96@gmail.com,+55-35-35334633,active,phyzical,23-09-2018,Brasilia,portuguese,----------
0063,Carlos,Costa,18-04-1960,male,No,2867587657150007,carl.costa60@gmail.com,+55-35-35701836,active,phyzical,16-04-2014,Rio-de-Zhaneiro,russian,----------
0064,Marcos,Barbosa,07-05-1977,male,No,0480863322300140,marc.barbo77@gmail.com,+55-03-03788702,active,phyzical,25-05-1996,Brasilia,english,----------
0065,Maria,Alves,29-01-1951,female,No,8245233368675784,mari.alves51@gmail.com,+55-03-03118775,active,phyzical,24-01-1999,Rio-de-Zhaneiro,russian,----------
0066,Carlos,Ferreira,14-03-1981,male,No,3433723326808763,carl.ferre81@gmail.com,+55-55-55458328,active,phyzical,27-03-2006,Fortalesa,portuguese,----------
0067,Carlos,Costa,20-08-1983,male,No,2868235225526446,carl.costa83@gmail.com,+55-86-86278783,active,phyzical,19-08-2020,San_Paulo,portuguese,----------
0068,Franciska,Ribeiro,16-12-2001,female,Yes,1704462358005854,fran.ribei01@gmail.com,+55-57-57672421,active,business,27-12-2020,Rio-de-Zhaneiro,russian,----------
0069,Juliana,Lima,22-01-2003,female,Yes,----------,juli.lima03@gmail.com,+55-17-17648724,active,phyzical,16-01-2021,San_Paulo,portuguese,----------
0070,Maria,Alves,23-11-2000,female,Yes,----------,mari.alves00@gmail.com,+55-38-38017417,active,phyzical,05-11-2021,Salvador,english,----------
0071,Franciska,Cardoso,29-05-1966,female,No,3741513162122423,fran.cardo66@gmail.com,+55-87-87244564,active,phyzical,20-05-1996,San_Paulo,english,----------
0072,Joao,Santos,08-05-1983,male,Yes,1442267435174347,joao.santo83@gmail.com,+55-73-73586524,inactive,phyzical,21-05-2004,Brasilia,portuguese,26-03-2014
0073,Maria,Ferreira,16-11-1969,female,No,3601434377421248,mari.ferre69@gmail.com,+55-18-18673562,active,phyzical,15-11-2015,Rio-de-Zhaneiro,portuguese,----------
0074,Marcia,Barbosa,17-07-1996,female,No,2674534654716355,marc.barbo96@gmail.com,+55-33-33653225,active,phyzical,01-07-2016,Salvador,portuguese,----------
0075,Francisco,Barbosa,14-07-1933,male,No,8064272506008254,fran.barbo33@gmail.com,+55-62-62624475,active,phyzical,30-07-2021,San_Paulo,portuguese,----------
0076,Joao,Alves,22-04-1985,male,No,----------,joao.alves85@gmail.com,+55-55-55256453,inactive,phyzical,23-04-2014,San_Paulo,portuguese,16-07-2015
0077,Patricia,Martins,09-07-1988,female,No,3171486013370656,patr.marti88@gmail.com,+55-30-30472866,active,business,23-07-2011,Brasilia,russian,----------
0078,Carlos,Costa,04-12-1958,male,No,0346471333204102,carl.costa58@gmail.com,+55-37-37268687,inactive,phyzical,02-12-2007,San_Paulo,russian,07-01-2021
0079,Luiz,Santos,21-06-1968,male,No,0662882280580530,luiz.santo68@gmail.com,+55-05-05154048,active,phyzical,16-06-2002,Rio-de-Zhaneiro,russian,----------
0080,Fernanda,Lima,05-08-1979,female,No,3402725131682182,fern.lima79@gmail.com,+55-07-07463023,inactive,phyzical,23-08-2002,Rio-de-Zhaneiro,portuguese,18-01-2020
0081,Pedro,Rodrigues,23-03-1983,male,No,8728846861734522,pedr.rodri83@gmail.com,+55-06-06412003,active,business,30-03-2003,San_Paulo,portuguese,----------
0082,Marcia,Pereira,05-10-1976,female,No,6582564216376356,marc.perei76@gmail.com,+55-13-13227850,active,phyzical,18-10-1998,Rio-de-Zhaneiro,english,----------
0083,Francisco,Ferreira,04-07-1961,male,No,----------,fran.ferre61@gmail.com,+55-18-18080322,inactive,phyzical,22-07-2005,San_Paulo,english,22-03-2007
0084,Andriana,Araujo,30-01-1957,female,No,8043258178856662,andr.arauj57@gmail.com,+55-64-64836618,active,phyzical,18-01-2009,Rio-de-Zhaneiro,portuguese,----------
0085,Francisco,Silva,23-06-1966,male,No,7565203743314130,fran.silva66@gmail.com,+55-35-35721830,active,phyzical,06-06-2018,San_Paulo,english,----------
0086,Carlos,Araujo,01-08-1969,male,No,7705881586872850,carl.arauj69@gmail.com,+55-67-67230143,active,phyzical,23-08-2013,Rio-de-Zhaneiro,portuguese,----------
0087,Ana,Carvalho,28-06-1973,female,No,0253672738122247,ana.carva73@gmail.com,+55-33-33381858,active,phyzical,30-06-1998,Rio-de-Zhaneiro,portuguese,----------
0088,Antonia,Sousa,08-08-1995,female,Yes,----------,anto.sousa95@gmail.com,+55-46-46867843,active,business,29-08-2021,San_Paulo,portuguese,----------
0089,Luiz,Oliveira,01-11-1954,male,No,3766035070348573,luiz.olive54@gmail.com,+55-33-33522132,active,phyzical,30-11-2017,San_Paulo,russian,----------
0090,Francisco,Sousa,27-09-1996,male,Yes,8780414031878644,fran.sousa96@gmail.com,+55-34-34367604,active,phyzical,12-09-2021,Brasilia,portuguese,----------
0091,Carlos,Sousa,30-09-1958,male,No,2763602800385151,carl.sousa58@gmail.com,+55-53-53467332,active,phyzical,24-09-2019,San_Paulo,russian,----------
0092,Luiz,Silva,18-11-1998,male,Yes,3582048751576038,luiz.silva98@gmail.com,+55-10-10586642,active,phyzical,15-11-2018,Salvador,portuguese,----------
0093,Joao,Pereira,28-05-1996,male,No,----------,joao.perei96@gmail.com,+55-36-36148623,active,phyzical,08-05-2014,San_Paulo,english,----------
0094,Franciska,Melo,24-05-1972,female,No,4054843735523358,fran.melo72@gmail.com,+55-41-41327836,active,phyzical,07-05-2002,Rio-de-Zhaneiro,portuguese,----------
0095,Francisco,Pereira,25-08-1976,male,No,6580426782360702,fran.perei76@gmail.com,+55-08-08371580,active,phyzical,19-08-1998,Brasilia,english,----------
0096,Fernanda,Ferreira,13-02-1988,female,Yes,----------,fern.ferre88@gmail.com,+55-82-82318723,active,business,09-02-2016,Fortalesa,english,----------
0097,Antonio,Martins,30-05-1951,male,No,4811216031251240,anto.marti51@gmail.com,+55-71-71208287,inactive,phyzical,18-05-2000,San_Paulo,portuguese,24-02-2009
0098,Lucas,Ribeiro,26-10-1993,male,Yes,1158650366715123,luca.ribei93@gmail.com,+55-32-32066201,inactive,phyzical,03-10-2018,Fortalesa,portuguese,09-09-2021
0099,Francisco,Oliveira,13-08-1980,male,No,0684465546781338,fran.olive80@gmail.com,+55-45-45720324,active,phyzical,01-08-2014,Brasilia,portuguese,----------
0100,Antonia,Alves,12-01-2000,female,No,2671353414476788,anto.alves00@gmail.com,+55-15-15437423,active,phyzical,31-01-2020,Rio-de-Zhaneiro,english,----------
0101,Antonia,Ribeiro,18-09-1987,female,Yes,1715731727803070,anto.ribei87@gmail.com,+55-86-86648784,active,phyzical,02-09-2011,San_Paulo,english,----------
0102,Maria,Martins,16-11-1988,female,No,----------,mari.marti88@gmail.com,+55-13-13754218,active,phyzical,22-11-2006,San_Paulo,portuguese,----------
0103,Antonio,Carvalho,30-06-1983,male,No,1450318102045406,anto.carva83@gmail.com,+55-61-61113841,active,phyzical,01-06-2013,San_Paulo,portuguese,----------
0104,Marcos,Ferreira,07-08-1981,male,No,8171548672883643,marc.ferre81@gmail.com,+55-02-02345885,active,phyzical,20-08-2012,Brasilia,portuguese,----------
0105,Aline,Silva,26-02-1998,female,No,6661776427766388,alin.silva98@gmail.com,+55-41-41440836,active,phyzical,19-02-2021,Brasilia,portuguese,----------
0106,Marcia,Silva,28-09-1938,female,No,1038360158815368,marc.silva38@gmail.com,+55-60-60470335,active,phyzical,02-09-2013,Rio-de-Zhaneiro,portuguese,----------
0107,Antonia,Carvalho,21-06-2000,female,Yes,0155104042605142,anto.carva00@gmail.com,+55-08-08472432,active,business,18-06-2019,San_Paulo,portuguese,----------
0108,Patricia,Carvalho,21-12-1973,female,No,1787764610747643,patr.carva73@gmail.com,+55-74-74176277,active,phyzical,01-12-2006,San_Paulo,english,----------
0109,Franciska,Sousa,04-12-1966,female,No,0800435713686462,fran.sousa66@gmail.com,+55-58-58646880,active,phyzical,03-12-2010,San_Paulo,portuguese,----------
0110,Pedro,Ribeiro,03-10-1978,male,No,4680211325445800,pedr.ribei78@gmail.com,+55-60-60828101,active,business,10-10-2004,Rio-de-Zhaneiro,portuguese,----------
0111,Carlos,Alves,17-04-1979,male,No,----------,carl.alves79@gmail.com,+55-51-51330530,active,business,25-04-2006,San_Paulo,portuguese,----------
0112,Carlos,Martins,26-05-1957,male,No,----------,carl.marti57@gmail.com,+55-00-00316860,active,business,19-05-2011,San_Paulo,portuguese,----------
0113,Juliana,Almeida,18-04-1998,female,Yes,4546083342481706,juli.almei98@gmail.com,+55-71-71067257,active,phyzical,16-04-2018,Rio-de-Zhaneiro,portuguese,----------
0114,Fernanda,Ferreira,16-07-1980,female,No,8167568745821426,fern.ferre80@gmail.com,+55-01-01338822,active,business,03-07-2000,San_Paulo,english,----------
0115,Juliana,Costa,23-10-1983,female,No,1467471110177717,juli.costa83@gmail.com,+55-55-55540273,inactive,phyzical,13-10-2011,San_Paulo,portuguese,23-02-2012
0116,Francisco,Oliveira,05-08-1988,male,Yes,8631303485604814,fran.olive88@gmail.com,+55-17-17858563,inactive,business,12-08-2018,Salvador,english,03-03-2022
0117,Lucas,Costa,15-04-1953,male,No,0536802330110674,luca.costa53@gmail.com,+55-44-44765774,active,phyzical,14-04-2006,Rio-de-Zhaneiro,portuguese,----------
0118,Luiz,Rodrigues,13-05-1960,male,No,5608053475203382,luiz.rodri60@gmail.com,+55-10-10668078,inactive,phyzical,17-05-2008,Rio-de-Zhaneiro,english,13-04-2013
0119,Jose,Rodrigues,12-10-1939,male,No,0600125857753561,jose.rodri39@gmail.com,+55-42-42804810,active,phyzical,30-10-1995,Brasilia,portuguese,----------
0120,Francisco,Araujo,30-04-2000,male,Yes,6048068048066331,fran.arauj00@gmail.com,+55-13-13767735,active,phyzical,16-04-2019,Salvador,english,----------
0121,Luiz,Carvalho,27-05-2003,male,Yes,8660007687523255,luiz.carva03@gmail.com,+55-43-43761640,active,business,01-05-2021,San_Paulo,english,----------
0122,Aline,Costa,05-07-1975,female,No,6223424031433268,alin.costa75@gmail.com,+55-13-13001176,inactive,phyzical,28-07-2006,Rio-de-Zhaneiro,english,04-08-2008
0123,Pedro,Pereira,08-12-2001,male,Yes,----------,pedr.perei01@gmail.com,+55-54-54382551,active,phyzical,21-12-2019,Rio-de-Zhaneiro,english,----------
0124,Lucas,Carvalho,17-03-1987,male,No,6586266083057634,luca.carva87@gmail.com,+55-23-23113212,active,phyzical,05-03-2008,Rio-de-Zhaneiro,portuguese,----------
0125,Lucas,Santos,15-10-1991,male,No,8445522736020858,luca.santo91@gmail.com,+55-41-41404530,active,phyzical,18-10-2017,Rio-de-Zhaneiro,english,----------
0126,Ana,Martins,16-10-1985,female,No,3115366404755888,ana.marti85@gmail.com,+55-64-64035511,active,phyzical,14-10-2004,San_Paulo,portuguese,----------
0127,Marcos,Silva,28-07-1971,male,No,----------,marc.silva71@gmail.com,+55-37-37032386,active,phyzical,25-07-1996,Salvador,portuguese,----------
0128,Patricia,Santos,27-04-1941,female,No,4664872858580520,patr.santo41@gmail.com,+55-67-67407305,active,phyzical,19-04-2016,Brasilia,english,----------
0129,Joao,Lima,28-07-1952,male,No,----------,joao.lima52@gmail.com,+55-03-03744651,active,phyzical,09-07-2008,Rio-de-Zhaneiro,english,----------
0130,Paulo,Barbosa,10-06-2000,male,No,1063202132153877,paul.barbo00@gmail.com,+55-32-32140181,active,phyzical,26-06-2021,San_Paulo,portuguese,----------
0131,Marcia,Martins,01-03-1995,female,No,6387406444251614,marc.marti95@gmail.com,+55-65-65138187,active,phyzical,09-03-2021,San_Paulo,portuguese,----------
0132,Patricia,Almeida,14-10-1967,female,No,8585578766884122,patr.almei67@gmail.com,+55-65-65032446,active,business,13-10-2001,San_Paulo,russian,----------
0133,Aline,Ribeiro,18-11-1972,female,No,5321620873580270,alin.ribei72@gmail.com,+55-06-06764651,active,business,19-11-2020,Brasilia,portuguese,----------
0134,Maria,Ferreira,17-06-2001,female,Yes,----------,mari.ferre01@gmail.com,+55-42-42171866,active,phyzical,06-06-2020,San_Paulo,portuguese,----------
0135,Franciska,Costa,30-05-1980,female,No,1805776130120323,fran.costa80@gmail.com,+55-47-47800870,inactive,phyzical,13-05-2010,Salvador,portuguese,15-02-2010
0136,Aline,Alves,26-07-1970,female,No,----------,alin.alves70@gmail.com,+55-56-56885510,active,phyzical,05-07-1996,Fortalesa,portuguese,----------
0137,Patricia,Costa,04-02-1969,female,No,1245025166324130,patr.costa69@gmail.com,+55-48-48615707,active,business,06-02-2005,Salvador,portuguese,----------
0138,Carlos,Rodrigues,18-09-1995,male,No,----------,carl.rodri95@gmail.com,+55-83-83442221,active,phyzical,12-09-2021,San_Paulo,english,----------
0139,Andriana,Almeida,07-04-1954,female,No,8078735082112353,andr.almei54@gmail.com,+55-88-88664175,active,phyzical,29-04-2018,Brasilia,russian,----------
0140,Francisco,Oliveira,05-03-1975,male,Yes,----------,fran.olive75@gmail.com,+55-64-64461687,active,phyzical,07-03-2019,San_Paulo,russian,----------
0141,Ana,Rodrigues,01-09-1983,female,No,----------,ana.rodri83@gmail.com,+55-30-30348510,active,business,11-09-2003,San_Paulo,english,----------
0142,Pedro,Cardoso,31-07-1996,male,No,5338660522117057,pedr.cardo96@gmail.com,+55-67-67122710,inactive,phyzical,22-07-2014,Fortalesa,portuguese,23-09-2016
0143,Antonio,Barbosa,11-11-1970,male,No,0142646247436347,anto.barbo70@gmail.com,+55-33-33324327,active,phyzical,21-11-1997,San_Paulo,russian,----------
0144,Maria,Santos,07-07-1982,female,No,2802057801315416,mari.santo82@gmail.com,+55-34-34862624,inactive,phyzical,17-07-2014,Rio-de-Zhaneiro,english,11-05-2015
0145,Andriana,Sousa,20-03-1963,female,No,----------,andr.sousa63@gmail.com,+55-36-36886048,active,phyzical,30-03-2016,Fortalesa,portuguese,----------
0146,Joao,Cardoso,09-03-1967,male,No,----------,joao.cardo67@gmail.com,+55-24-24852325,inactive,phyzical,05-03-2002,San_Paulo,english,04-06-2002
0147,Juliana,Melo,06-04-1962,female,No,----------,juli.melo62@gmail.com,+55-84-84381363,active,business,26-04-2008,Fortalesa,english,----------
0148,Antonio,Melo,19-06-1987,male,No,8231201088727463,anto.melo87@gmail.com,+55-02-02611073,active,phyzical,14-06-2020,Salvador,portuguese,----------
0149,Lucas,Sousa,11-05-1984,male,No,5150334055425553,luca.sousa84@gmail.com,+55-32-32014536,inactive,phyzical,12-05-2009,San_Paulo,portuguese,05-08-2021
0150,Maria,Santos,04-08-1944,female,No,3038122544826672,mari.santo44@gmail.com,+55-82-82704204,active,phyzical,09-08-2009,Salvador,portuguese,----------
0151,Franciska,Barbosa,25-03-1999,female,Yes,8234663324865362,fran.barbo99@gmail.com,+55-03-03812401,active,phyzical,15-03-2021,Rio-de-Zhaneiro,portuguese,----------
0152,Aline,Alves,13-09-1967,female,No,7253116157640751,alin.alves67@gmail.com,+55-70-70315863,inactive,business,02-09-2009,San_Paulo,portuguese,11-12-2010
0153,Juliana,Pereira,19-07-1968,female,No,1184060431352685,juli.perei68@gmail.com,+55-38-38320260,active,phyzical,27-07-2007,Brasilia,portuguese,----------
0154,Carlos,Sousa,26-02-1997,male,No,7753616787065071,carl.sousa97@gmail.com,+55-85-85606636,active,phyzical,09-02-2016,San_Paulo,russian,----------
0155,Aline,Almeida,08-09-1967,female,No,----------,alin.almei67@gmail.com,+55-53-53063338,active,phyzical,22-09-2008,Brasilia,russian,----------
0156,Juliana,Ribeiro,09-12-1951,female,No,6082256316575837,juli.ribei51@gmail.com,+55-38-38234014,inactive,phyzical,11-12-2008,Brasilia,portuguese,30-04-2021
0157,Carlos,Carvalho,03-07-1984,male,Yes,5243300420515077,carl.carva84@gmail.com,+55-25-25858401,active,phyzical,02-07-2014,Rio-de-Zhaneiro,portuguese,----------
0158,Marcos,Alves,13-09-1982,male,No,2700283172720118,marc.alves82@gmail.com,+55-31-31732508,active,phyzical,23-09-2010,San_Paulo,english,----------
0159,Carlos,Carvalho,06-07-1960,male,No,7228028356500327,carl.carva60@gmail.com,+55-05-05025420,active,phyzical,12-07-2013,Brasilia,russian,----------
0160,Juliana,Rodrigues,08-12-1989,female,Yes,0832414438867746,juli.rodri89@gmail.com,+55-24-24327202,active,business,03-12-2012,San_Paulo,portuguese,----------
0161,Marcos,Ribeiro,18-06-1983,male,No,4532717711857247,marc.ribei83@gmail.com,+55-13-13565340,active,phyzical,05-06-2016,Brasilia,russian,----------
0162,Paulo,Rodrigues,07-07-1972,male,No,4173708525416055,paul.rodri72@gmail.com,+55-13-13344850,active,phyzical,25-07-2008,Brasilia,portuguese,----------
0163,Paulo,Silva,05-03-1972,male,No,2465338051550207,paul.silva72@gmail.com,+55-67-67607113,active,business,02-03-2012,San_Paulo,english,----------
0164,Juliana,Oliveira,26-12-1944,female,No,8153223522607467,juli.olive44@gmail.com,+55-22-22410775,inactive,phyzical,04-12-1999,Brasilia,portuguese,22-04-2010
0165,Jose,Lima,19-11-1998,male,Yes,0068256700877802,jose.lima98@gmail.com,+55-44-44548558,active,phyzical,10-11-2018,Salvador,english,----------
0166,Juliana,Carvalho,12-02-1939,female,No,7522724787320715,juli.carva39@gmail.com,+55-66-66628065,active,phyzical,23-02-2007,San_Paulo,portuguese,----------
0167,Paulo,Gomes,22-10-1971,male,No,1583778610713420,paul.gomes71@gmail.com,+55-41-41406473,active,phyzical,09-10-2017,San_Paulo,portuguese,----------
