Customer_ID,First name,Last name,date of birth,gender,agree_for_promo,autopay_card,email,MSISDN,Status,customer category,customer_since,region,language,termination_date
82,Antonio,Alves,1987-02-18,male,Yes,8221037851763841,anto.alves87@gmail.com,+55-87-87783261,inactive,phyzical,2012-12-10,Salvador,portuguese,2018-06-22
83,Fernanda,Pereira,1985-03-25,female,No,1876288780806340,fern.perei85@gmail.com,+55-02-02803042,active,phyzical,2022-01-15,Salvador,portuguese,----------
84,Carlos,Lima,1974-10-25,male,No,5855214314502758,carl.lima74@gmail.com,+55-48-48668175,active,phyzical,2019-11-30,Rio-de-Zhaneiro,portuguese,----------
85,Marcia,Pereira,1961-04-10,female,No,1873147164401442,marc.perei61@gmail.com,+55-47-47254500,active,phyzical,1999-01-01,Salvador,portuguese,----------
86,Ana,Ribeiro,2000-05-20,female,Yes,3370407371050634,ana.ribei0@gmail.com,+55-01-01252524,active,phyzical,2021-04-26,San_Paulo,english,----------
87,Jose,Santos,1969-11-24,male,No,5475562481882262,jose.santo69@gmail.com,+55-40-40777368,active,business,2007-06-06,Rio-de-Zhaneiro,portuguese,----------
88,Ana,Martins,1991-04-20,female,No,----------,ana.marti91@gmail.com,+55-80-80005210,active,business,2014-08-19,Rio-de-Zhaneiro,portuguese,----------
89,Franciska,Barbosa,1965-02-12,female,No,1223307857845361,fran.barbo65@gmail.com,+55-44-44510732,inactive,phyzical,2007-10-09,San_Paulo,portuguese,2016-05-05
90,Pedro,Carvalho,1996-04-18,male,No,7062281143716423,pedr.carva96@gmail.com,+55-48-48082054,active,business,2018-08-07,San_Paulo,portuguese,----------
91,Ana,Araujo,1973-01-17,female,No,4182058100552738,ana.arauj73@gmail.com,+55-25-25148364,active,phyzical,2020-07-05,Fortalesa,english,----------
92,Aline,Ribeiro,1995-07-05,female,No,3630303244477043,alin.ribei95@gmail.com,+55-61-61836380,active,business,2020-05-04,Brasilia,english,----------
93,Joao,Cardoso,1975-10-23,male,No,7341168562332203,joao.cardo75@gmail.com,+55-72-72206508,inactive,phyzical,2001-11-12,Rio-de-Zhaneiro,portuguese,2008-06-24
94,Franciska,Lima,1946-03-07,female,No,----------,fran.lima46@gmail.com,+55-57-57314417,active,phyzical,2020-06-22,San_Paulo,english,----------
95,Franciska,Araujo,1992-11-18,female,Yes,1680043703775125,fran.arauj92@gmail.com,+55-61-61001085,active,business,2012-12-02,Rio-de-Zhaneiro,english,----------
96,Andriana,Silva,1995-04-03,female,No,6407252250833132,andr.silva95@gmail.com,+55-23-23657861,active,business,2017-08-02,San_Paulo,portuguese,----------
97,Andriana,Santos,1990-06-14,female,No,2444635583262848,andr.santo90@gmail.com,+55-81-81813672,active,phyzical,2009-10-28,Rio-de-Zhaneiro,portuguese,----------
98,Antonia,Santos,1979-01-17,female,No,7877388226213505,anto.santo79@gmail.com,+55-80-80774586,active,phyzical,2017-02-01,Salvador,portuguese,----------
99,Antonio,Alves,1996-11-19,male,No,0817302612027801,anto.alves96@gmail.com,+55-30-30121181,active,business,2022-02-04,San_Paulo,portuguese,----------
100,Luiz,Martins,1980-06-18,male,No,2465020152516207,luiz.marti80@gmail.com,+55-01-01625643,active,phyzical,2003-08-01,Brasilia,portuguese,----------
101,Juliana,Pereira,1981-09-28,female,No,3682667034624720,juli.perei81@gmail.com,+55-12-12770507,active,business,2006-05-27,Brasilia,portuguese,----------
102,Marcia,Gomes,1993-02-16,female,No,----------,marc.gomes93@gmail.com,+55-27-27408200,active,phyzical,2015-12-13,Rio-de-Zhaneiro,english,----------
103,Lucas,Alves,1987-06-18,male,No,5368474676861122,luca.alves87@gmail.com,+55-11-11122770,active,business,2017-04-11,Fortalesa,portuguese,----------
104,Fernanda,Cardoso,1947-07-17,female,No,7045573224464484,fern.cardo47@gmail.com,+55-27-27320612,active,phyzical,2012-11-16,Salvador,portuguese,----------
105,Luiz,Pereira,1985-01-08,male,No,3705827876778237,luiz.perei85@gmail.com,+55-07-07874454,active,phyzical,2021-08-30,San_Paulo,english,----------
106,Marcia,Carvalho,1951-07-28,female,No,0024225752423608,marc.carva51@gmail.com,+55-70-70555015,active,phyzical,2021-11-13,San_Paulo,portuguese,----------
107,Andriana,Santos,1996-08-24,female,No,1515780748217424,andr.santo96@gmail.com,+55-02-02874051,active,phyzical,2020-12-01,San_Paulo,portuguese,----------
108,Antonio,Araujo,1964-08-01,male,No,6120684746132615,anto.arauj64@gmail.com,+55-14-14146822,inactive,business,1998-08-12,San_Paulo,portuguese,1999-02-28
109,Ana,Carvalho,1945-04-11,female,No,----------,ana.carva45@gmail.com,+55-47-47844038,active,phyzical,1998-02-28,San_Paulo,portuguese,----------
110,Joao,Melo,1964-11-01,male,No,4071107777107716,joao.melo64@gmail.com,+55-32-32615582,active,phyzical,2006-06-12,Rio-de-Zhaneiro,portuguese,----------
111,Andriana,Santos,1992-12-16,female,No,7730764611653628,andr.santo92@gmail.com,+55-65-65135171,inactive,phyzical,2014-02-11,Fortalesa,english,2018-05-19
112,Antonia,Araujo,1951-09-08,female,No,6280051864251766,anto.arauj51@gmail.com,+55-15-15733884,inactive,business,1996-02-29,Brasilia,english,2011-07-28
113,Jose,Oliveira,1944-12-04,male,No,8668757860585874,jose.olive44@gmail.com,+55-52-52124816,active,business,2009-06-25,Rio-de-Zhaneiro,portuguese,----------
114,Franciska,Carvalho,1986-01-01,female,No,2286800504465162,fran.carva86@gmail.com,+55-87-87002763,active,phyzical,2019-07-31,San_Paulo,portuguese,----------
115,Francisco,Ferreira,1977-05-23,male,No,4631741053437821,fran.ferre77@gmail.com,+55-05-05738108,active,phyzical,2012-08-30,San_Paulo,english,----------
116,Paulo,Gomes,1993-08-14,male,Yes,6053753400152358,paul.gomes93@gmail.com,+55-78-78816426,active,phyzical,2020-12-10,San_Paulo,portuguese,----------
117,Patricia,Ferreira,1979-11-17,female,No,7472126431422323,patr.ferre79@gmail.com,+55-54-54534151,active,phyzical,2019-07-22,Brasilia,english,----------
118,Jose,Santos,1971-09-04,male,No,8866733555677602,jose.santo71@gmail.com,+55-38-38548881,active,phyzical,2012-09-10,Brasilia,portuguese,----------
119,Aline,Carvalho,1990-09-10,female,No,7832737776224800,alin.carva90@gmail.com,+55-57-57171617,active,phyzical,2010-10-19,San_Paulo,portuguese,----------
120,Maria,Oliveira,1986-11-04,female,No,1446341134632505,mari.olive86@gmail.com,+55-78-78135034,inactive,phyzical,2014-10-03,Fortalesa,portuguese,2019-12-01
121,Pedro,Costa,1979-10-16,male,No,----------,pedr.costa79@gmail.com,+55-16-16465736,active,phyzical,2021-11-12,Salvador,portuguese,----------
122,Maria,Sousa,1998-02-10,female,Yes,1308283300657027,mari.sousa98@gmail.com,+55-47-47520641,active,phyzical,2021-09-30,San_Paulo,portuguese,----------
123,Andriana,Rodrigues,1957-11-02,female,No,7871804675381321,andr.rodri57@gmail.com,+55-43-43021383,active,phyzical,2003-09-12,Rio-de-Zhaneiro,portuguese,----------
124,Antonio,Ferreira,1983-08-25,male,No,----------,anto.ferre83@gmail.com,+55-05-05312226,active,phyzical,2012-02-11,Rio-de-Zhaneiro,portuguese,----------
125,Maria,Sousa,1960-12-13,female,No,----------,mari.sousa60@gmail.com,+55-54-54636365,active,phyzical,2014-11-27,Rio-de-Zhaneiro,portuguese,----------
126,Andriana,Cardoso,1970-01-23,female,No,8033386827545284,andr.cardo70@gmail.com,+55-81-81800223,active,phyzical,2021-06-17,Salvador,portuguese,----------
127,Pedro,Alves,1996-08-20,male,No,2134611578205326,pedr.alves96@gmail.com,+55-05-05411422,active,phyzical,2018-05-07,Salvador,portuguese,----------
128,Andriana,Santos,1974-12-13,female,No,1708543863813623,andr.santo74@gmail.com,+55-81-81541122,active,phyzical,2009-02-06,Brasilia,portuguese,----------
129,Jose,Araujo,1956-11-21,male,No,5644850223884204,jose.arauj56@gmail.com,+55-06-06762580,active,business,2013-10-21,Brasilia,english,----------
130,Andriana,Carvalho,1957-03-12,female,No,5817124676840338,andr.carva57@gmail.com,+55-34-34052138,active,phyzical,2018-02-25,Salvador,portuguese,----------
131,Antonio,Cardoso,1959-10-26,male,No,1764027817765257,anto.cardo59@gmail.com,+55-45-45734721,inactive,phyzical,1998-07-20,San_Paulo,portuguese,2019-10-04
132,Marcia,Gomes,1993-07-18,female,Yes,7428661583580352,marc.gomes93@gmail.com,+55-37-37031357,active,business,2018-09-24,Brasilia,portuguese,----------
133,Lucas,Silva,1982-04-13,male,No,2505076733648134,luca.silva82@gmail.com,+55-73-73237087,active,phyzical,2007-09-13,Fortalesa,portuguese,----------
134,Maria,Ribeiro,1961-04-19,female,No,8867752508010111,mari.ribei61@gmail.com,+55-35-35466081,active,phyzical,2017-11-24,San_Paulo,english,----------
135,Marcia,Araujo,1978-02-03,female,No,----------,marc.arauj78@gmail.com,+55-85-85421723,active,phyzical,2004-02-11,San_Paulo,portuguese,----------
136,Paulo,Araujo,1999-03-09,male,Yes,6636122400838705,paul.arauj99@gmail.com,+55-45-45421842,active,phyzical,2021-07-27,Brasilia,english,----------
137,Antonia,Carvalho,1980-12-05,female,Yes,6067355270217431,anto.carva80@gmail.com,+55-68-68023671,inactive,phyzical,2004-10-17,San_Paulo,portuguese,2011-08-29
138,Aline,Lima,1990-08-20,female,No,5880545874836046,alin.lima90@gmail.com,+55-54-54586828,active,phyzical,2011-08-26,Rio-de-Zhaneiro,portuguese,----------
139,Antonio,Cardoso,1986-03-05,male,No,----------,anto.cardo86@gmail.com,+55-00-00842574,active,phyzical,2006-01-05,Fortalesa,portuguese,----------
140,Antonio,Ribeiro,1984-05-26,male,No,2532037227884376,anto.ribei84@gmail.com,+55-61-61035757,active,phyzical,2019-06-11,San_Paulo,english,----------
141,Joao,Lima,1978-02-20,male,Yes,8875017266361713,joao.lima78@gmail.com,+55-14-14751745,active,phyzical,1996-11-14,San_Paulo,portuguese,----------
142,Antonia,Pereira,2002-04-03,female,Yes,4457667818855554,anto.perei2@gmail.com,+55-76-76706682,active,phyzical,2021-06-27,San_Paulo,portuguese,----------
143,Lucas,Gomes,1983-03-28,male,No,3365803314621385,luca.gomes83@gmail.com,+55-77-77058021,active,business,2017-07-26,Rio-de-Zhaneiro,portuguese,----------
144,Marcos,Ribeiro,1950-08-15,male,No,----------,marc.ribei50@gmail.com,+55-55-55608638,active,phyzical,2021-07-10,Salvador,portuguese,----------
145,Joao,Lima,1939-04-29,male,No,5713585888713520,joao.lima39@gmail.com,+55-21-21100237,active,phyzical,2020-05-12,Rio-de-Zhaneiro,portuguese,----------
146,Patricia,Silva,1983-07-08,female,No,7714788870708731,patr.silva83@gmail.com,+55-67-67511062,active,phyzical,2015-04-14,Rio-de-Zhaneiro,portuguese,----------
147,Ana,Almeida,2000-01-15,female,No,3068286844522124,ana.almei0@gmail.com,+55-40-40848607,active,phyzical,2022-01-17,San_Paulo,portuguese,----------
148,Joao,Almeida,2002-08-01,male,No,0882481215377301,joao.almei2@gmail.com,+55-25-25664003,active,business,2022-01-22,Brasilia,portuguese,----------
149,Luiz,Carvalho,1984-09-21,male,Yes,----------,luiz.carva84@gmail.com,+55-12-12283024,active,phyzical,2016-07-27,Rio-de-Zhaneiro,portuguese,----------
150,Maria,Sousa,1956-01-01,female,No,----------,mari.sousa56@gmail.com,+55-02-02535162,active,phyzical,2011-03-30,Brasilia,portuguese,----------
151,Marcos,Almeida,1980-01-15,male,No,5737382015602733,marc.almei80@gmail.com,+55-75-75820307,active,business,2018-10-23,Rio-de-Zhaneiro,portuguese,----------
152,Antonia,Costa,1981-12-08,female,No,8870341538332147,anto.costa81@gmail.com,+55-78-78604448,active,phyzical,2000-05-13,San_Paulo,portuguese,----------
153,Francisco,Alves,1977-06-27,male,No,7376458505026223,fran.alves77@gmail.com,+55-86-86414806,inactive,phyzical,2003-09-04,Fortalesa,portuguese,2022-01-12
154,Ana,Melo,1961-05-24,female,No,2735133686012208,ana.melo61@gmail.com,+55-20-20858315,active,phyzical,2007-11-30,San_Paulo,portuguese,----------
155,Pedro,Melo,1983-08-04,male,No,8610556448431833,pedr.melo83@gmail.com,+55-40-40256003,active,business,2016-06-24,Fortalesa,portuguese,----------
156,Carlos,Ferreira,1980-08-01,male,No,4468010046325844,carl.ferre80@gmail.com,+55-15-15602408,active,business,2009-12-21,Brasilia,portuguese,----------
157,Luiz,Ribeiro,1979-02-14,male,No,3054703414832268,luiz.ribei79@gmail.com,+55-23-23250231,active,phyzical,1998-08-11,Fortalesa,portuguese,----------
158,Patricia,Sousa,1953-04-16,female,No,8120704647871327,patr.sousa53@gmail.com,+55-20-20683413,inactive,phyzical,2000-12-17,San_Paulo,portuguese,2019-04-15
159,Fernanda,Carvalho,2002-01-06,female,Yes,8027336680520607,fern.carva2@gmail.com,+55-74-74501450,active,phyzical,2020-10-25,San_Paulo,portuguese,----------
160,Antonia,Cardoso,2000-11-20,female,No,3564885372310513,anto.cardo0@gmail.com,+55-50-50267144,active,phyzical,2020-02-12,Rio-de-Zhaneiro,english,----------
161,Paulo,Gomes,1967-10-08,male,No,6831884164473630,paul.gomes67@gmail.com,+55-78-78281457,active,phyzical,2001-05-20,Rio-de-Zhaneiro,english,----------
162,Carlos,Costa,1991-01-30,male,No,5013716004423124,carl.costa91@gmail.com,+55-84-84558403,active,phyzical,2021-09-10,San_Paulo,portuguese,----------
163,Carlos,Melo,1990-11-21,male,No,5007640065637621,carl.melo90@gmail.com,+55-36-36238732,active,phyzical,2012-07-23,Rio-de-Zhaneiro,english,----------
164,Francisco,Sousa,1978-09-17,male,No,0877833870127350,fran.sousa78@gmail.com,+55-84-84431282,active,business,2001-01-20,Rio-de-Zhaneiro,portuguese,----------
165,Joao,Araujo,1974-08-01,male,No,2804602206840484,joao.arauj74@gmail.com,+55-42-42354616,active,phyzical,2011-06-29,Rio-de-Zhaneiro,english,----------
166,Antonia,Almeida,1992-05-05,female,Yes,4560643116405502,anto.almei92@gmail.com,+55-74-74155714,active,phyzical,2011-07-11,Rio-de-Zhaneiro,portuguese,----------
167,Franciska,Lima,1976-09-16,female,Yes,----------,fran.lima76@gmail.com,+55-52-52233114,active,phyzical,2019-02-09,Salvador,portuguese,----------
168,Aline,Barbosa,1969-12-22,female,No,5866068100625382,alin.barbo69@gmail.com,+55-48-48777677,active,phyzical,2010-09-30,Fortalesa,portuguese,----------
